Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Somalia,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",779,1,"Protocol Establishing the Somali New Federal Parliament
",2012-06-22,"Multiparty signed/agreed",3,4028,Intra,Imp,ImpMod,"President Sheikh Sharif Sheikh Ahmed of the Transitional Federal Government of Somalia; Honourable Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament; Prime Minister Abdiweli Mohamed Ali; President Abdirahman Mohamed Mohamoud ‘Farole’ of Puntland; President Mohamed Ahmed Alin of Galmudug; and, representatives of Ahlu Sunna Wal Jama’a.","The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.
","Previous agreements adopted at Kampala, Mogadishu, Garowe and Galka’yo and Addis Ababa; ",SOM,,520,,337,,,938,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Somalia,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",781,1,"Protocol Establishing the Signatories Technical Facilitation Committee
",2012-06-22,"Multiparty signed/agreed",3,4520,Intra,Imp,ExtSub,"President Sheikh Sharif Sheikh Ahmed of the Transitional Federal Government of Somalia; Honourable Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament; Prime Minister Abdiweli Mohamed Ali; President Abdirahman Mohamed Mohamoud ‘Farole’ of Puntland; President Mohamed Ahmed Alin of Galmudug; and, representatives of Ahlu Sunna Wal Jama’a.","The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.
","Agreements adopted at Kampala, Mogadishu, Garowe, Galka’yo and Addis Ababa.",SOM,,520,,337,,,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Somalia,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",782,1,"Protocol Establishing the Somali National Constituent Assembly",2012-06-22,"Multiparty signed/agreed",7,12732,Intra,Imp,ImpMod,"President Sheikh Sharif Sheikh Ahmed of the Transitional Federal Government of Somalia; Honourable Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament; Prime Minister Abdiweli Mohamed Ali; President Abdirahman Mohamed Mohamoud ‘Farole’ of Puntland; President Mohamed Ahmed Alin of Galmudug; and, representatives of Ahlu Sunna Wal Jama’a.","The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.
","Previous agreements adopted at Kampala, Mogadishu, Garowe, Galka’yo and Addis Ababa; Protocol Establishing the Signatories Technical Facilitation Committee; The Somali Road map ",SOM,,520,,337,,,938,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
Somalia,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",783,1,"Protocol Establishing the Technical Selection Committee
",2012-06-22,"Multiparty signed/agreed",6,11068,Intra,Imp,ExtSub,"President Sheikh Sharif Sheikh Ahmed of the Transitional Federal Government of Somalia; Honourable Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament; Prime Minister Abdiweli Mohamed Ali; President Abdirahman Mohamed Mohamoud ‘Farole’ of Puntland; President Mohamed Ahmed Alin of Galmudug; and, representatives of Ahlu Sunna Wal Jama’a.
","The meeting was facilitated by the United Nations under the auspices of the Special Representative of the Secretary-General for Somalia, Ambassador Augustine P. Mahiga.","Kampala Accord, the Somali Roadmap, the Garowe I & II Principles, the Galka’yo Agreement, and the Addis Ababa Communiqué; ",SOM,,520,,337,,,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Somalia,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",745,1,"Consultative Meeting on Ending the Transition in Somalia: Statement on Adoption of the Roadmap (Kampala Roadmap)",2011-09-06,"Multiparty signed/agreed",12,32368,Intra,SubComp,FrAg,"H.E. Abdiweli Mohamed Ali, Prime Minister of the TFG; Abdi Farah Saeed, Minister of Education, Puntland State of Somalia; Mohamed Ali-Nur Hagi, Minister of Int. Cooperation, Galmudug; Khalif Abdulkadir Moalin Noor, Head of the Delegation, ASWJ; 
","Augustine P. Mahiga, Special Representative of United Nations Secretary-General; Hon. Wafula Wamunyinyi, Deputy Special Representative of the Chairperson of the African Union Commission; Mohamed Said Omar, Senior Governance and Policy Advisor, IGAD; Mohamed Idris, Head of League of Arab States Mission in Somalia

3. ...Approximately three dozen stakeholders from the international community also participated in the proceedings, including: regional organisations, namely: European Unions, Inter-Governmental Authority on Development, League of Arab States and Organisation of the Islamic Conference.","Kampala Accords",SOM,,520,,337,,,938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,0,2,2,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Somalia,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",590,1,"The Transitional Federal Charter of the Somali Republic",2004-01-29,"Multiparty signed/agreed",40,54660,Intra,SubComp,FrAg,"THE DELEGATES   REPRESENTING   THE   PEOPLE   OF   THE   SOMALI REPUBLIC
(see Schedule IV, Page 40)",,"The 1960 Somalia Constitution;
Somali National Reconciliation Conference held in Kenya; 
The reports of the five Reconciliation Committees of the Somali National Reconciliation Conference in Kenya 2002-2003.
",SOM,,520,,337,,,870,3,0,0,1,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,3,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,3,0,0,1,0,3,1,1,1,0,1,1,1,0,2,1,0,0,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,1,1,1,3,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,3,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2,2,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,2,2,2,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,1,1
Somalia,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",1682,1,"Declaration of National Commitment (Arta Declaration) ",2000-05-05,"Multiparty signed/agreed",8,24662,Intra,SubPar,MultIss,"The Transnational Government of Somalia","[Note: Several references to the international community]",,SOM,,520,,337,,,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,2,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
Somalia/Puntland,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",1605,2,"National Leaders Forum Communiqué",2016-04-12,"Multiparty signed/agreed",3,7557,Intra,SubPar,Iss,"The participants included the President of the Federal Republic of Somalia, H.E. Hassan Sheikh Mohamud, the Speaker of the Federal Parliament, H.E. Mohammed Sh. Osman Jawari, the Prime Minister of the Federal Government, H.E. Omar Abdirashid Ali Sharmaarke, the Deputy Prime Minister of the Federal Government, H.E. Mohamed Omar Arteh, the President of Puntland, H.E. Abdiweli Mohamed Ali, the President of Jubbaland, H.E. Ahmed Mohamed Islaan, the President of the South-West, H.E. Sharif Hassan Sheikh Adan, and the President of Galmudug, H.E. Abdulkarim Hussein Guled.",,"Page 1, Electoral Process, Structures:
… d. ... Clear Terms of References (TORs) for FEIT and SEIT will be developed and agreed upon for by the NLF.
",SOM,,520,,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,2,0,0,0,0,1,1,0,3,1,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Somalia/Puntland,Government/territory,102,"Somalia-Puntland Peace Process","Africa (excl MENA)",1606,2,"Agreement Between the Federal Government of Somalia and the Government of Puntland State of Somalia",2016-04-03,"Multiparty signed/agreed",3,6195,Intra,SubPar,MultIss,"Federal Government of Somalia led by His Excellency Omar Abdirashid Ali Sharmarke, the Prime Minister of the Federal Government of Somalia","The Foreign Minister of Ethiopia and the Chairman of the IGAD Council of Ministers H.E. Tedros Adhanom, SRSG Michael Keating of the United Nations, African Union SRCC Francisco Madeira, EU Special Envoy Michele Cervone, Executive Secretary of IGAD, Ambassador Mahboub Moallim, IGAD Special Envoy Ambassador Mohamed Affey, with Ambassadors from Ethiopia, United Arab Emirates, Turkey, Sweden, Italy, and Djibouti also attended.",,SOM,,520,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,3,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Somalia/Puntland,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",799,1,"Agreement between the Federal Government of Somalia and Puntland State of Somalia",2014-10-14,"Multiparty signed/agreed",6,7021,Intra,Imp,ExtSub,"1. Federal Government of Somalia 
2. Puntland State of Somalia",,"Provisional Federal Constitution; two former agreements between Puntland and FGS (2013 and earlier); ",SOM,,520,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1
Somalia/Puntland,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",1680,1,"The Garowe II Principles on Federalism, System of Government and Ending of Transition through operationalizing Garowe I (Garowe II)",2012-02-07,"Multiparty signed/agreed",9,15646,Intra,SubPar,Iss,"Signatories:
On behalf of the Transitional Federal Government:
H.E. Shiekh Sharif Sheikh Ahmed, President of the Transitional Federal Government;
Hon. Sharif Hassan Sheikh Aden, Speaker of the Transitional Federal Parliament;
Hon. Dr. Abdiweli Mohamed Ali,  Prime Minister of the Transitional Federal Government;

On behalf of Puntland:
Hon. Dr. Abdirahman Sheikh Mohamed Mahmud, President of Puntland;

On behalf of Galmudug:
Hon. Mohamed Ahmed Aalim, President of Galmudug;

On behalf of Ahlu-Sunna Wal Jama'a
Hon. Khalif Abdulkadir Moalim Nur, Representative of Ahlu-Sunna Wal Jama'a;

On behalf of the Secretary General of the UN for Somalia:
Hon. Dr. Augustine Mahiga, Special Representative;

[Page 9 has the same signatures in Somali]","under the auspices of the Special Representative of the Secretary General for Somalia.
7. Special Representative of the Secretary General of the UN for Somalia
Hon. Dr. Augustine Mahiga
[Signed]

[Not signatories] The stakeholder principles; Ambassadors from IGAD & AU; Minister of Endowment & Religious Affairs from Djibouti ... ","Page 2, Untitled Preamble,... 4. Whereas the Participants have considered the Transitional Federal Charter, the Djibouti Agreement, the Kampala Accord, the Roadmap, Garowe Principles I and reviewed the Consultative Draft Constitution;
Whereas, times is of the essence and therefore all relevant parties are hereby directed to immediately, in accordance with the Transitional Federal Charter, the Kampala Accord, the Roadmap, Garowe I, Garowe II;",SOM,,520,,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,1,0,0,1,2,3,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Somalia/Puntland,Government/territory,87,"Somalia Peace Process","Africa (excl MENA)",1681,1,"The Garowe Principles on the Finalization and Adoption of the Constitution and the End of Transition (Garowe I)",2011-12-24,"Multiparty signed/agreed",4,8070,Intra,SubPar,Iss,"Signatories:
1. Transitional Federal Government
President of the Transitional Federal Government
Hon. Sheikh Sharif
2. Transitional Federal Parliament
Speaker of the Transitional Federal Parliament
Hon. Sharif Hassan Sheikh Aden
3. Transitional Federal Government
Prime Minister of the Transitional Federal Government
Ali Abdiweli Mohamed Ali
4. Puntland
President of Puntland
Dr. Abdirahman Sheikh Mohamed Mohamud
5. Galmudug
President of Galmudug
Mohamed Ahmed Aalim
6. Ahlu-Sunna Wal Jamaaca
Representative of Ahlu Sunna Wal Jamaaca
Sheikh Mohamed Mohamud Yusuf
7. Deputy Special Representative of the
Secretary Gegeral of the UN for Somalia
Christian Manah
","facilitated by the United Nations, under the auspices of the Special Representative of the Secretary General for Somalia.","Transitional Federal Charter, the Djibouti Agreement, the Kampala Accord and the Roadmap; ",SOM,,520,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,1,1,0,3,1,1,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Somalia/Puntland,Government/territory,102,"Somalia-Puntland Peace Process","Africa (excl MENA)",744,1,"Agreement between the TFG and the Puntland Regional State of Somalia (Galkayo Agreement)",2009-08-23,"Multiparty signed/agreed",2,4123,Intra,Imp,ImpMod,"Prime Minister of TFG, signed by Omar Abdurashid Ali Sharmarke; President of Puntland, Abdurahman Mohamed Mohamed 'Farole'",,TFC,SOM,,520,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
